PH level (0-14),Hardness (mg/L),Dissolved Oxygen (mg/L),Biological Oxygen Demand (mg/L),Heavy Metals (mg/L),Nitrates (mg/L),Phosphates (mg/L),Turbidity (NTU),Conductivity (µ/cm),Water Type Probability
8.67,66.45,2.3,6.78,0.2843,26.47,1.9,62.67,1854.93,Inorganic
6.79,464.2,8.36,10.46,0.0824,14.19,0.87,67.56,1215.81,Inorganic
7.82,140.01,10.9,21.55,0.3375,11.93,3.99,79.5,1868.89,Inorganic
6.24,142.15,10.26,10.54,0.379,47.13,2.31,54.69,799.67,Organic
7.68,185.01,2.98,1.46,0.43,48.21,3.97,74.05,1957.13,Organic
8.71,122.75,9.75,11.5,0.3686,31.73,2.77,8.86,111.94,Organic
8.51,120.58,9.54,17.73,0.2646,16.01,0.96,58.83,1255.92,Inorganic
6.75,144.2,10.74,8.86,0.0652,23.32,2.01,62.86,974.53,Organic
8.44,414.4,6.97,22.11,0.3247,9.45,1.32,43.07,936.02,Inorganic
7.17,71.71,13.55,11.57,0.391,8.97,1.3,82.69,1190.69,Inorganic
7.76,105.46,10.28,1.54,0.2923,6.21,1.01,6.56,1790.52,Organic
6.13,339.46,12.15,22.4,0.1194,37.32,2.09,8.69,760.04,Organic
5.92,490.01,11.64,18.41,0.457,15.48,4.82,87.34,1550.17,Inorganic
6.88,144.88,10.92,10.49,0.1196,37.52,4.88,69.05,1663.06,Organic
8.25,101.69,3.11,26.38,0.3909,36.53,2.46,71.92,1061.99,Inorganic
5.72,203.27,5.81,22.46,0.1194,0.29,0.44,20.18,1381.27,Inorganic
7.56,314.92,9.72,14.24,0.4402,2.55,2.17,30.95,1945.1,Inorganic
7.22,315.59,6.36,4.04,0.1588,8.93,0.22,2.91,1978.13,Organic
7.35,344.18,8.61,20.68,0.309,23.22,3.12,37.61,646.26,Inorganic
7.31,472.95,9.08,1.59,0.2968,34.88,3.18,90.5,1627.62,Organic
7.14,434.65,2.49,22.42,0.4138,45.01,2.93,0.79,566.91,Inorganic
8.93,293.21,13.69,2.44,0.4917,47.56,1.24,52.74,1998.3,Organic
5.85,371.85,3.32,12.5,0.4901,2.62,1.18,38.74,525.34,Inorganic
5.92,486.34,5.22,28.12,0.2634,17.81,4.86,37.44,795.52,Inorganic
6.5,95.52,11.24,16.08,0.1655,13.41,2.65,47.51,1606.42,Inorganic
6.19,198.93,6.85,12.33,0.3126,6.94,2.53,70.62,403.06,Inorganic
6.19,87.83,10.82,18.53,0.2294,41.25,4.57,70.81,608.13,Organic
8.7,361.23,13.95,13.93,0.2289,45.76,1.18,77.97,837.84,Organic
8.05,468.25,4.75,6.87,0.0767,47.44,1.58,63.38,191.73,Organic
6.92,454.66,13.45,28.05,0.3047,31.05,2.23,18.88,737.98,Inorganic
7.26,322,11.73,19.29,0.1245,41.7,2.56,99.99,1149.21,Inorganic
6.81,446.72,11.64,5.71,0.2922,14.75,2.45,90.31,1367.09,Inorganic
5.74,470.66,12.45,7.39,0.3332,0.96,0.93,59.73,1699.86,Inorganic
8.69,217.67,13.31,16.97,0.2018,7.15,3.2,11.69,964.7,Inorganic
8.04,346.39,3.17,5.33,0.1099,31.09,2.68,1.06,1698.81,Organic
7.81,156.89,5.65,21.93,0.189,21.99,4.35,61.93,1751.53,Inorganic
5.7,206.45,10.37,12.41,0.1966,22.25,3.93,84.4,970.65,Inorganic
5.66,497.81,3.15,5.84,0.2877,29.29,2.42,44.51,294.15,Organic
7.56,86.28,11.6,19.79,0.2221,17.33,0.09,7.49,156.37,Inorganic
6.29,202.55,12.48,27.42,0.0357,45.07,3.57,54.43,1446.86,Inorganic
7.89,222.79,3.68,7.79,0.4394,45.9,4.47,65.96,84.64,Organic
6.59,363.11,13.11,28.16,0.3806,47.15,4.89,39.08,1328.68,Inorganic
7.56,98.91,13.92,27.09,0.1585,13.03,4.22,40.65,1686.37,Inorganic
8.75,300.39,10.83,22.19,0.3163,35.62,1.75,5.31,1156.33,Inorganic
8.83,132.53,3.37,3.49,0.3482,3.17,2.72,99.01,928.6,Inorganic
7.65,186.39,4.21,4.61,0.102,19.4,3.96,72.16,1413.34,Inorganic
7.19,333.52,10.39,10.14,0.3039,25.19,0.72,3.35,506.88,Organic
5.73,50.23,2.44,3.06,0.0581,33.47,3.51,44.23,1470.99,Organic
8.06,176.5,11.07,23.5,0.0302,4.23,1.19,18.18,254.91,Inorganic
8.56,87.41,4.12,28.04,0.3697,41.73,2.8,89,1367.46,Inorganic
5.79,318.08,13.95,18.42,0.3693,40.81,0.31,33.56,1567.37,Organic
8.61,439.37,5.43,5.46,0.3563,10.79,4.5,16.06,1934.09,Inorganic
5.92,471.33,10.83,16.54,0.1398,17.56,1.73,54.1,1323.33,Inorganic
6.8,351.8,7.5,19.22,0.2104,15.71,0.07,36.74,332.69,Inorganic
6.86,408.06,9.9,21.48,0.0012,13.66,3.27,9.58,1962.29,Inorganic
6.87,480.75,8.01,10.43,0.2417,9.47,1.65,33.58,567.29,Inorganic
8,108.67,11.85,3.47,0.2822,16.21,2.08,74.09,750.02,Organic
7.61,292.49,12.73,1.02,0.3955,23.43,3.15,30.9,1292.11,Organic
6.76,256.45,5.44,12.22,0.0487,20.85,1.48,49.13,1044.7,Inorganic
6.88,268.6,11.21,5.03,0.1722,47.97,1.53,41.27,514.52,Organic
8.87,311.85,6.98,27.11,0.3146,34.39,3.56,0.94,1944.83,Inorganic
7.03,115.01,8.03,8.03,0.4787,9.9,2.07,20.26,897.07,Inorganic
8.37,236.56,11.78,22.58,0.2416,6,2.58,14.59,394.6,Inorganic
8.74,385,10.7,8.35,0.3432,1.39,0.05,78.73,145.58,Inorganic
5.9,242.58,4.23,29.26,0.3492,32.43,4.66,6.12,1808.07,Inorganic
7.92,131.37,3.4,16.69,0.191,0.73,0.96,69.13,1999.97,Inorganic
7.94,332.34,2.73,3.13,0.2091,33.56,3.14,52.43,744.13,Organic
7.72,146.95,3.82,19.55,0.1365,47.01,0.73,60.32,746.1,Inorganic
6.51,100.99,12.58,6.55,0.2102,0.91,0.78,27.08,1809.55,Inorganic
6.73,335.09,13.71,11.8,0.1726,46.11,1.15,48.55,519.02,Organic
7.46,276.11,7.32,22.68,0.1548,21.5,4.67,1.11,1821.05,Inorganic
8.92,181.08,10.45,8.95,0.1117,28.56,3.62,18.59,1260.78,Organic
8.2,284.47,12.12,14.94,0.1418,47.31,0.82,23.28,504.91,Organic
7.43,156.65,7.28,15.21,0.3866,40.09,2.52,56.83,687.79,Inorganic
8.36,95.65,13.48,15.31,0.2952,12.28,3.97,87.48,1532.25,Inorganic
7.11,146.6,2.75,6.32,0.1543,28.71,1.63,34.84,1736.74,Organic
6.97,327.5,8.95,18.43,0.1415,22.46,2.31,19.75,473.65,Inorganic
5.72,409.43,13.27,18.15,0.1888,32.53,4.05,44.29,642.5,Organic
7.42,245.44,10.8,19.28,0.0745,36.19,0.38,82.06,281.76,Inorganic
6.66,418.15,8.94,29.41,0.0236,19.72,0.67,60.97,1273.06,Inorganic
6.57,492.35,5.9,14.59,0.1409,17.47,1.2,78.82,1275.23,Inorganic
5.51,118.42,2.05,15.25,0.1964,36.9,1.24,55.3,1249.4,Inorganic
8.74,302.86,3.56,22.65,0.2483,28.88,1.29,73.12,392.03,Inorganic
6.63,285.69,4.32,22.05,0.3586,5.22,3.19,21.23,1778.95,Inorganic
7.31,338.67,3.04,9.93,0.093,30.97,0.85,66.59,1981.54,Inorganic
7.93,234.14,12.32,19.9,0.1849,15.15,3.56,83.63,584.61,Inorganic
7.53,193.28,13.57,10.95,0.2551,22.01,4.32,74.09,381.98,Organic
6.13,245.29,6.71,12.58,0.0781,12.62,3.81,41.32,995.15,Inorganic
8.51,276.03,2.24,5.49,0.3455,44.8,2.13,30.13,511.15,Organic
8.19,274.94,3.77,10.25,0.116,27.69,2.8,96.16,1713.86,Inorganic
7.81,261.7,11.07,14.32,0.3822,15.85,1,22.95,1225.47,Inorganic
6.76,393.13,11.97,13.08,0.318,36.79,2.77,97.09,727.17,Organic
7.86,50.47,10.15,4.54,0.0218,2.38,3.09,63.08,138.85,Inorganic
8.84,146.07,6.38,18.2,0.0245,7.7,3.36,20.96,1571.77,Inorganic
6.98,203.55,12.76,9.52,0.2702,22.99,4.09,58.04,1601.22,Organic
8.12,170.5,9.95,24.73,0.0533,3.63,0.95,75.94,66.01,Inorganic
8.22,68.76,7.34,17.29,0.4584,34.12,4.86,45.38,76.26,Inorganic
6.1,289.62,4.05,22.87,0.4586,8.92,1.63,66.25,644.94,Inorganic
7.44,389.75,6.38,27.32,0.0362,48.02,3.98,2.39,1656.04,Inorganic
7.02,312.21,2.77,27.37,0.1342,9.27,0.7,51.51,1297.13,Inorganic
6.98,181.76,11.54,2.06,0.4535,40.27,2.34,66.11,197.83,Organic
7.21,224.12,2.02,6.99,0.4555,7.9,0.84,30.12,1542.72,Inorganic
8.39,468.9,11.43,12.47,0.1738,11.92,1.86,79.39,502.69,Inorganic
5.56,221.18,11.5,5.25,0.3169,18.39,2.55,16.78,1503.76,Organic
7.43,140.81,5.63,1.08,0.0801,18.07,0.51,8.18,1282.4,Organic
8.94,443.39,5.42,3.79,0.3597,2.88,3.55,17.05,388.53,Inorganic
7.2,63.48,2.02,13.38,0.2302,44.03,0.18,71.01,1043.08,Inorganic
8.56,444.46,5.18,20.98,0.2066,9.17,1.55,30.32,1479.11,Inorganic
8.96,474.18,8.16,1.04,0.2204,31.38,2.39,20.57,215.31,Organic
5.53,443.95,5.51,16.51,0.4599,30.49,1.61,33.22,524.3,Inorganic
7.1,473.75,11.62,2.67,0.2275,38.11,4.48,90.44,1287.84,Organic
8.58,73.26,11.05,18.24,0.4814,31.4,1.64,27.99,200.11,Inorganic
8.06,271.18,12.03,11.53,0.3693,26.75,3.43,91.99,757.47,Inorganic
6.98,326.29,2.05,13.83,0.2609,11.38,3.33,38.97,1896.6,Inorganic
8.07,267.23,8.87,21.05,0.2627,33.3,3.08,95.06,1793.38,Inorganic
7.34,425.98,4.53,3.55,0.1696,44.95,3.62,79.88,520.21,Organic
6.76,329.41,9.8,5.48,0.4587,21.84,3.83,35.55,1257,Organic
6.53,258.95,8.63,7.05,0.0952,33.15,0.15,16.35,1063.4,Organic
8.25,255.86,2.02,6.27,0.0664,30.22,3.63,58.92,782.56,Organic
6.71,65.94,3.71,27.91,0.4824,1.47,2.01,60.8,872.15,Inorganic
8.23,415.27,10.97,7.32,0.3364,7.38,1.34,19.94,1756.02,Inorganic
7.22,237.28,8.85,21.46,0.4515,9.51,2.76,56.71,1236.46,Inorganic
8.28,125.72,10.8,21.95,0.1745,23.82,0.21,74.97,893.7,Inorganic
8.24,232.87,5.54,2.54,0.104,48.69,0.37,27.51,213,Organic
7.83,408.29,8.3,5.67,0.2546,3.31,4.7,44.21,1961.69,Inorganic
5.77,339.68,2.98,28.3,0.2622,2.67,0.93,55.87,889.17,Inorganic
7.59,493.66,4.4,22.21,0.4661,1.91,4.55,89.61,311.33,Inorganic
6.36,433.82,3.21,29.7,0.198,33.15,2.26,7.07,601.61,Inorganic
7.73,231.23,12.78,20.41,0.0594,26.21,2.59,36.44,811.33,Inorganic
8.13,332.57,6.81,4.22,0.3508,33.5,4.09,26.54,346.17,Organic
8.07,349.81,3.58,29.31,0.0409,11.57,0.16,93.48,1388.82,Inorganic
5.91,159.25,2.16,13.4,0.3112,26.52,2.43,33.88,1334.66,Inorganic
7.37,73.28,3.52,11.98,0.3802,33.83,3.09,75.29,708.87,Inorganic
6.53,301.77,2.48,16.05,0.3539,33.62,3.04,63.02,1809.64,Inorganic
6.84,89.27,11.43,8.54,0.1663,30.16,0.88,56.06,1874.71,Organic
7.16,105.04,8.56,1.91,0.2689,49.71,3.68,43.67,330.75,Organic
6.77,196.54,8.14,5.86,0.2477,45.2,3.8,42.57,1654.53,Organic
6.24,252.95,2.65,28.33,0.2032,25.99,2.48,68.71,1394.87,Inorganic
7.45,463.16,9.41,17.06,0.2261,18.64,2.61,66.74,515.96,Inorganic
6,411.39,4.58,11.84,0.3825,33.36,4.76,42.16,926.24,Inorganic
7.06,54.26,11.87,27.69,0.3254,0.39,4.27,33.81,678.44,Inorganic
7.87,276.6,2.89,24.21,0.1461,12.64,3.83,72.1,279.94,Inorganic
5.88,468.3,13.58,10.64,0.4787,14.14,1,30.67,177.97,Inorganic
7.48,433.77,2.12,17.56,0.0347,27.54,4.77,37.17,1236.88,Inorganic
8.85,270.44,7.75,26.53,0.3841,14.67,2.35,61.8,417.84,Inorganic
8.18,89.89,4.84,7.12,0.2251,28.11,0.32,51.3,812.35,Inorganic
6.83,232.95,11.11,10.47,0.1202,45.53,3.92,78.52,853.38,Organic
6.23,254.68,12.96,28.78,0.4195,3.78,1.66,54.45,196.72,Inorganic
7.01,408.24,2.58,19.29,0.1211,46.42,0.54,5.76,1794.52,Inorganic
6.91,239.96,10.96,28.77,0.154,13.33,2.94,76.36,418.23,Inorganic
6.85,272.27,2.66,2.66,0.2414,29.66,2.6,8.62,1128.83,Organic
5.68,52.42,10.39,6.11,0.0063,9.29,1.03,40.73,1648.03,Organic
6.26,293.25,13.72,21.22,0.1848,12.02,1.8,45.5,1889.08,Inorganic
8.22,56.42,7.1,23.75,0.1601,18.13,4.62,85.68,982.02,Inorganic
7.48,115.35,6.73,26.23,0.1566,13.15,0.33,52.76,551.04,Inorganic
7.21,227.25,12.33,19.71,0.3843,12.51,2.94,93.41,1461.26,Inorganic
6.38,182.69,13.82,13.49,0.1726,16.07,1.88,93.23,488.76,Inorganic
8.14,407.84,8.38,17.41,0.3889,1.66,0.59,23.96,534.77,Inorganic
6.18,329.22,11.14,13.43,0.063,24.67,3.72,3.73,1414.23,Organic
7.78,270.78,13.99,20.01,0.4143,4.71,3.44,29.63,1349.83,Inorganic
8.16,310.9,11.18,18.15,0.2648,33.06,4.03,35.09,785.43,Organic
6.55,193.1,5.21,28.86,0.3411,24.45,3.88,51.04,120.33,Inorganic
8.6,142.3,7.53,15.84,0.2357,38.36,4.11,45,708.4,Organic
5.63,271.66,13.83,24.26,0.3333,9.67,2.89,78.67,246.46,Inorganic
6.18,432.52,13.2,5.49,0.352,19.83,1.49,51.32,1018.21,Organic
7.22,73.77,12.2,17.75,0.1469,12.47,4.69,13.19,1067.01,Inorganic
8.21,84.02,13.8,12.26,0.3646,21.59,1.5,57.47,1617.4,Inorganic
5.93,185.27,6.41,14.93,0.1037,2.91,3.03,9.88,1654.42,Inorganic
8.28,429.03,4.15,14.86,0.288,41.21,2.23,20.98,889.96,Organic
8.03,176.68,3.88,20.49,0.299,19.33,2.06,58.05,1028.79,Inorganic
7.82,150.55,10.36,17.66,0.2788,22.38,3.2,55.82,1101.59,Inorganic
6.97,432.83,6.79,12.16,0.3627,10.68,4.88,61.22,113.11,Inorganic
5.86,258.52,11.33,15.98,0.1039,38.93,1.29,20.89,1454.71,Organic
6.86,468.6,6.44,20.36,0.1814,29.33,4.31,86.31,732.32,Inorganic
8.22,494.93,11.05,13.24,0.4924,49.18,2.88,79.54,804.82,Organic
8.37,405.18,4.79,3.54,0.2314,1.86,3.5,10.44,360.95,Inorganic
7.23,472.48,7.92,18.22,0.0642,38.58,2.16,48.93,1774.82,Inorganic
6.76,380.9,13.68,23.44,0.0114,35.23,1.56,79.72,1207.83,Inorganic
8.1,64.97,5.92,9.81,0.3473,43.09,2.15,60.85,1512.73,Organic
7.25,263.36,8.94,24.53,0.0114,34.57,3.37,17.87,1617.02,Inorganic
8.12,68.65,6.97,2.87,0.3685,27.89,3.58,92.99,1283.74,Organic
7.25,348.24,2.13,1.67,0.2896,1.71,0.53,45.33,556.83,Inorganic
8.6,217.54,8.29,22.12,0.0721,22.21,3.77,62.42,567.73,Inorganic
8.06,447.95,11.32,24.42,0.1193,23.14,2.82,59.25,560.08,Inorganic
6.27,252.22,12.33,20.85,0.1109,30.56,0.22,58.71,327.17,Inorganic
7.83,94.12,4.03,18.02,0.3377,41.5,2.08,56.28,1226.51,Inorganic
7.79,412.6,12.67,21.62,0.1318,16.55,0.95,97.26,1600.63,Inorganic
7.75,245.81,3.66,25.8,0.1898,7.68,3.83,79.37,1062.69,Inorganic
5.9,102.23,10.93,18.96,0.1792,38.15,2.81,26.29,1318.53,Organic
8.77,404.92,5.88,20.24,0.0651,16.77,3,69.09,1805.39,Inorganic
7.71,260.06,7.21,1.96,0.3488,6.74,1.26,19.69,609.8,Inorganic
8.92,214.29,13.19,17.08,0.047,45.37,4.49,38.5,552.2,Organic
5.98,267.11,6.21,12.53,0.0746,40.62,2.19,75.02,909.07,Organic
5.98,204.52,8.14,17.67,0.0731,11.66,2.72,7.64,1538.04,Inorganic
6.94,433.49,5.93,26.96,0.3331,40.49,2.75,68.22,1899.73,Inorganic
7.28,420.23,6.02,14.11,0.4962,49.97,1.57,17.28,488.46,Organic
6.23,489.98,11.15,15.54,0.1924,27.31,4.57,80.69,1926.96,Inorganic
7.26,397.78,7.57,2.99,0.3274,42.17,4.86,75.68,149.24,Organic
6.84,87.27,3.77,9.59,0.1212,19.99,2.89,26.14,502.27,Inorganic
7.94,175.85,11,3.52,0.0808,37.21,1.18,55.34,1689.26,Organic
8.93,275.86,10.27,23.31,0.3481,30.42,4.84,29.72,1245.23,Inorganic
5.7,242.72,13.15,20.1,0.0641,31.25,0.04,65.59,280.83,Inorganic
6.12,111.16,7.04,11.12,0.2452,6.15,4.17,9.57,714,Inorganic
7.8,497.69,9.07,6.04,0.3197,36.99,1.55,8.77,1703.02,Organic
7.97,217.28,9.07,1.24,0.0587,32.97,3.72,26.13,1084.75,Organic
6.81,55.47,8.11,13.42,0.2936,39.18,4.15,29.47,1917.56,Organic
8.7,179,10.09,17.53,0.168,32.7,0.9,34.28,1060.23,Inorganic
6.55,249.73,6.91,5.12,0.246,1.39,4.45,40.51,305.95,Inorganic
7.17,414.25,4.1,17.72,0.3665,10.91,1.2,90.14,1319.69,Inorganic
7.35,161.38,6.96,13.1,0.2929,41.9,0.55,56.33,998.38,Organic
8.5,217.21,13.42,7.84,0.0988,15.74,4.07,0.97,1070.18,Organic
7.22,205.29,13.57,25.17,0.3352,14.52,3.94,7.93,1076.17,Inorganic
6.06,461.8,9.54,8.84,0.173,33.11,1.15,20.56,248.29,Organic
8.56,123.17,2.23,8.98,0.4753,12.99,0.33,68.92,1238.9,Inorganic
5.85,457.38,11.45,6.22,0.2973,48.13,4.55,74.18,289.17,Organic
7.79,280.91,12.92,24.85,0.1716,48.34,2.01,88.47,1860.11,Inorganic
6.6,365.95,8.95,28.28,0.0074,41.98,0.82,11.62,1832.46,Inorganic
6.2,469.42,4.31,4.84,0.3489,23.57,1.31,63.76,779.38,Inorganic
7.45,194.89,6.69,12.46,0.2806,18.05,1.2,2.43,249.16,Inorganic
8.35,64.05,5.67,26.82,0.1244,14.4,0.94,71.13,1498.06,Inorganic
8.22,457.32,12.43,11.41,0.3598,7,4,99.99,503.05,Inorganic
5.84,101.04,8.12,27.21,0.4329,34.04,2.45,64.1,59.12,Inorganic
7.58,413.28,5.41,9.66,0.192,36.63,0.65,15.46,441.32,Organic
6.44,431.46,11.09,27.11,0.0199,2.56,2.18,58.45,1800.56,Inorganic
7.91,468.97,5.15,13.16,0.452,32.24,4.17,8.11,230.36,Inorganic
7.35,465.05,7.61,23.59,0.3295,45.17,2.27,77.54,977.5,Inorganic
6.96,85.14,6.52,13.02,0.1812,0.46,2.28,49.71,1683.74,Inorganic
7.93,338.7,11.28,4.95,0.0847,6.02,2.38,82.84,1934.26,Inorganic
6.68,173.86,11.62,13.72,0.0269,45.88,3.5,31.29,711.63,Organic
8.22,341.72,2.81,4.72,0.4649,3.35,3.12,52.86,1206.21,Inorganic
8.44,59.93,12.91,5.84,0.2018,0.89,2.12,58.57,1107.23,Inorganic
7.97,433.73,8.06,16.27,0.0609,45.15,2.37,52.11,1104.34,Organic
6.25,229.81,8.64,12.63,0.0676,24.91,3.53,68.83,1179.86,Inorganic
6.19,97.99,3.64,25.42,0.2827,42.48,4.78,34.21,920.49,Inorganic
5.64,413.23,11.7,5.65,0.1572,37.08,1.27,96.08,1915.47,Organic
8.88,367.93,3.07,17.27,0.4224,6.11,1.41,64.67,1191.06,Inorganic
5.7,156.43,8.17,17.14,0.3647,43.25,0.79,2.97,875.8,Organic
6.67,266.32,13.54,9.12,0.2624,9.02,0.64,10.02,1732.08,Organic
7.83,461.19,5.53,7.61,0.1179,4.52,3.57,92.14,1549.49,Inorganic
7.5,343.89,7.53,24.7,0.4231,22.9,0.31,9.16,257.59,Inorganic
5.57,325.15,4.41,7.31,0.3372,45.31,1.99,83.24,618.69,Organic
6.89,56.93,12.1,26.69,0.3891,1.7,3.14,76.31,811.03,Inorganic
7.15,493.26,13.8,6.46,0.0274,45.35,4.44,51.7,1010.71,Organic
7.97,291.52,7.73,10.47,0.1242,46.36,3.78,72.17,551.87,Organic
7.65,268.28,10.9,4.58,0.2651,5.5,0.15,8.7,1669.18,Organic
6.61,273.62,4.02,23.41,0.2279,4.75,0.48,41.1,932.45,Inorganic
7.65,170.98,7.41,27.69,0.1304,36.14,0.4,93.11,731.5,Inorganic
5.83,59.45,6.05,8.7,0.0867,30.33,3.49,0.52,1881.34,Organic
7.68,289.99,10,3.59,0.2932,13.91,1.15,18.6,1926.85,Organic
8.84,380.55,4.08,6.94,0.4528,27.24,1.66,31.39,70.65,Inorganic
6.09,431.41,9.22,17.38,0.0424,47.31,1.8,52.15,576.02,Organic
8.09,474.2,13.42,20.11,0.3873,10.1,2.45,1.14,1463.31,Inorganic
6.56,419.34,2.62,4.98,0.0706,41.42,3.82,14.52,924.01,Organic
6.18,249.35,12.02,1.8,0.0104,41.95,1.29,58.4,551.48,Organic
6.59,420.45,8.22,23.74,0.0094,42.66,3.61,90.63,1844.4,Inorganic
8.14,81.43,6.4,3.65,0.4991,18.19,2.91,56.02,780.27,Inorganic
7.78,74.66,8.77,23.31,0.0458,38.3,1.93,23.65,1012.64,Inorganic
8,286.27,5.58,17.45,0.271,49.33,0.52,40,802.52,Organic
7.34,85.69,10.87,21.13,0.253,12.42,2.38,54.67,173.25,Inorganic
6.76,152.78,13.86,19.2,0.1139,36.73,1.56,32.04,460.29,Organic
7.47,369.04,12.03,8.27,0.2326,44.12,4.42,5.12,1037.82,Organic
6.57,301.23,11.26,5.22,0.1827,18.99,0.06,39.57,1438.03,Organic
7.15,460.71,7.77,10.53,0.2758,49.27,4.25,68.53,843.14,Organic
5.67,443.03,10.54,24.92,0.0431,26.73,4.39,12.71,219.87,Inorganic
8.64,412.92,11.24,7.08,0.1671,31.62,2.81,19.09,688.91,Organic
5.58,467.25,13.27,2.78,0.3184,49.74,2.52,54.41,797.97,Organic
8.89,465.64,12.98,4.55,0.4554,23.49,4.09,85,1798.94,Organic
6.75,433.5,11.03,28.77,0.0629,4.72,2.07,95.92,1931.57,Inorganic
7.31,356.8,11.36,10.6,0.2049,33.92,1.29,24.81,727.03,Organic
6.25,453.88,8.92,13.96,0.1691,7.36,2.24,75.96,1839.98,Inorganic
6.19,498.65,9.96,3.02,0.2149,9.89,0.19,35.56,1749.97,Organic
6.05,174.01,11.36,18.96,0.0511,18.75,2.89,94.82,1876.99,Inorganic
7.4,478.09,4.63,15.72,0.3723,9.73,1.21,94.65,271.08,Inorganic
7.84,431.98,5.25,25.51,0.1646,18.17,1.56,75.09,1409.87,Inorganic
8.96,368.69,2.03,19.25,0.3441,24.71,4.93,21.92,123.48,Inorganic
6.31,267.29,8.85,19.84,0.0803,2.82,4.61,40.28,1379.99,Inorganic
7.24,360.33,10.48,12.84,0.005,32.97,2.74,31.89,1050.55,Organic
7.33,202.09,3.36,28.16,0.4508,40.92,2.56,75.36,806.95,Inorganic
7.16,173.49,7.72,11.92,0.1059,47.68,1.15,97.43,1771.66,Organic
6.55,53.13,10.47,8.11,0.0524,26.41,4.59,81.66,119.14,Organic
8.6,230.99,12.53,3.42,0.4724,34.62,1.16,70.57,1208.6,Organic
7.88,485.68,10.87,7.9,0.2393,31.71,1.42,46.99,317.96,Organic
8.92,455.41,8.2,17.21,0.1708,39.16,0.75,23.14,1733.23,Organic
6.19,425.38,5.48,8.42,0.3091,33.78,4.73,30.3,1778.87,Organic
8.62,311.31,2.28,9.63,0.1143,20.04,0.54,95.97,534.57,Inorganic
8.52,259.08,11.82,16.42,0.4527,3.06,2.86,28.72,361.5,Inorganic
5.59,50.85,12.1,13.17,0.1409,36.16,2.95,11.19,281.4,Organic
5.98,444.28,13.06,25.49,0.4192,40.43,2.99,29.97,771.98,Inorganic
8.58,106.74,9.51,19.01,0.3334,43.76,2.45,79.87,1182.76,Inorganic
5.92,484.34,3.72,6.72,0.4921,8.39,3.75,57.89,266.25,Inorganic
7.15,445.69,10.36,2.14,0.1675,14.45,0.87,33.14,1591.58,Organic
6.06,107.56,8.91,22.93,0.2401,49.08,2.3,69.36,1864.99,Inorganic
8.56,138.63,11.31,11.68,0.2467,16.07,4.72,20.79,1597.96,Organic
6.01,246.09,12.57,24.92,0.2133,28.37,1.74,82.66,1225.17,Inorganic
8.7,89.13,5.33,3.69,0.0708,44.55,2.68,74.9,1993.57,Organic
7.54,126.28,9.62,19.23,0.208,30.18,3.59,45.42,1152.16,Inorganic
6.54,272.34,7.96,9.98,0.0094,34.12,2.99,54.71,163.99,Organic
8.03,118.66,2.79,3.71,0.3134,40.59,1.12,97.73,982.94,Organic
6,134.87,13.87,10.42,0.1605,12.23,3.17,15.2,461.64,Organic
6.27,217.97,3.9,12.92,0.4003,3.48,2.56,29.4,742.22,Inorganic
6.14,387.31,8.05,27.33,0.2427,27.27,0.17,13.83,806.6,Inorganic
8.73,499.62,3.43,21.7,0.1795,22.17,1.25,83.06,806.78,Inorganic
5.67,251.17,11.7,14.52,0.2608,41.26,4.34,30.06,1513.15,Organic
8.75,115.57,11.28,5.35,0.2571,42.97,2.91,61.96,1560.11,Organic
6.21,440.3,4.34,16.09,0.1158,30.25,0.02,21.48,913.93,Inorganic
7.36,193.56,9.77,22.88,0.3967,9.87,1.4,98.29,1534.25,Inorganic
8.65,424.72,2.11,2.86,0.0473,24.19,1.68,42.24,677.93,Organic
6.22,448.93,2.22,25.19,0.189,16.29,1.05,88.3,1021.22,Inorganic
7.76,91.69,6.26,14.6,0.1772,7.94,3.33,69.62,317.99,Inorganic
6.91,80.73,6.36,3.16,0.0365,22.05,4.06,34.05,657.86,Organic
6.28,493.14,10.47,28.83,0.2428,31.63,0.15,11.91,1022.25,Inorganic
8.16,448.88,5.1,24.04,0.0804,1.62,0.72,61.58,906.94,Inorganic
8.9,466.17,9.73,15.34,0.2095,18.99,3.43,82.64,651.71,Inorganic
8.05,184.07,7.46,5.68,0.2591,48.82,4.39,10.61,725.45,Organic
7.29,64,2.97,24.38,0.3241,42.93,3.42,17.8,1404.93,Inorganic
7.68,491.07,10.83,28.87,0.199,23.32,3.44,47.02,103.47,Inorganic
6.68,223.99,11.19,9.21,0.433,43.94,0.35,99.97,191.62,Organic
5.77,161.09,6.89,26.59,0.337,7.34,2.52,11.47,563.61,Inorganic
6.97,414.47,13.08,7.02,0.239,27.84,0.59,21.38,1167.28,Organic
7.33,456.22,10.44,29.73,0.2831,31.92,3.41,97.23,845.38,Inorganic
7.69,385.27,9.06,13.82,0.0624,20.82,3.57,49.2,82.72,Inorganic
8.96,117.07,12.56,21.93,0.2293,37.37,0.01,71.01,213.09,Inorganic
8.92,243.28,4.27,9.81,0.1267,8.73,4.39,98.37,1969.15,Inorganic
6.33,456.01,2.95,3.49,0.2068,48.53,4.5,33.11,1472.75,Organic
6.92,161.64,11.75,16.34,0.4392,9.2,4.52,71.06,1717.02,Inorganic
6.34,182.47,9.72,2.08,0.1571,19.49,1.79,42.86,735.15,Organic
